_id,BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Geospatial Address,Geospatial Address,Building Address City,Building Address Zip  Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types and GFAs,Site EUI (Energy Use Intensity kBtu/ft2),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Natural Gas Emissions (kgCO2e),Electricity Usage (kWh),Electricity Emissions (kgCO2e),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Hot Water Emissions (kgCO2e),District Chilled Water Usage (kBtu),District Chilled Water Emissions (kgCO2e),District Steam Usage (kBtu),District Steam Emissions (kgCO2e),Fuel Oil 1 Usage (kBtu),Fuel Oil 1 Emissions (kgCO2e),Fuel Oil 2 Usage (kBtu),Fuel Oil 2 Emissions (kgCO2e),Fuel Oil 4 Usage (kBtu),Fuel Oil 4 Emissions (kgCO2e),Fuel Oil 5 and 6 Usage (kBtu),Fuel Oil 5 and 6 Emissions (kgCO2e),Propane Usage (kBtu),Propane Emissions (kgCO2e),Diesel Usage (kBtu),Diesel Emissions (kgCO2e),Kerosene Usage (kBtu),Kerosene Emissions (kgCO2e),Water Usage Intensity (Gallons/ft2),Compliance Status,Estimated Total GHG Emissions (kgCO2e),First Emissions Compliance Year (Projected),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (,Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Corresponding Campus ID,Notes
5538,108104,1300758010,,169 perth st,169 perth st,169 perth st,,2121,,,,16450,,Multifamily Housing,Multifamily Housing (16450.0),87.9,,1446226.312,1184522.5,62909.99,76701,15734.443,,,,,,,,,,,,,,,,,,,,,,83.2,in compliance,78644.433,2030,,,,,,,,
5203,107678,1300940000,,177 magnolia st,177 magnolia st,177 magnolia st,,2125,,,,12741,0,Multifamily Housing,"Multifamily Housing (12741.0),Parking (1600.0)",83.2,,1060312.22,738100,39200.491,94435,19372.396,,,,,,,,,,,,,,,,,,,,,,3.21,pending revisions,58572.887,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
5204,107679,1300944000,,222 quincy st,222 quincy st,222 quincy st,,2121,,,,10030,,Multifamily Housing,Multifamily Housing (10030.0),91.7,,919837.736,649000,34468.39,79378,16283.603,,,,,,,,,,,,,,,,,,,,,,5.16,pending revisions,50751.993,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
5205,107680,1300944000,,226 quincy st,226 quincy st,226 quincy st,,2121,,,,6221,,Multifamily Housing,Multifamily Housing (6221.0),72.5,,451267.896,289000,15348.79,47558,9756.048,,,,,,,,,,,,,,,,,,,,,,8.63,pending revisions,25104.838,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
3330,104932,1301149015,one-50 magnolia lp mass lps,150 magnolia st,150 magnolia st,150 magnolia st,,2125,150 magnolia st,boston,2125,32775,,Multifamily Housing,Multifamily Housing (32775.0),62.2,76,2039162.34,1453339,77186.834,171695,35221.512,,,,,,,,,,,,,,,,,,,,,,70.55,in compliance,112408.346,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
5120,107555,1301150000,,112 magnolia st,112 magnolia st,112 magnolia st,,2125,,,,30464,,Multifamily Housing,Multifamily Housing (30464.0),59,,1797927.26,1437603,76351.095,105605,21663.81,,,,,,,,,,,,,,,,,,,,,,39.97,in compliance,98014.905,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
2707,104109,1301235000,lionhead apartments llc mass llc,713 dudley st,713 dudley st,713 dudley st,,2125,713 dudley st,boston,2125,37254,,Multifamily Housing,Multifamily Housing (37254.0),47.8,94,1782149.78,1213830,64466.511,166565,34169.144,,,,,,,,,,,,,,,,,,,,,,19.05,in compliance,98635.655,2030,No,No,No,No,No,No,,
2708,104110,1301236000,lionhead apartments llc mass llc,715-723 dudley st,715,723 dudley st,,2125,715  723 dudley st,boston,2125,47624,,Multifamily Housing,Multifamily Housing (47624.0),42.6,97,2029739.772,1340410,71189.175,202031,41444.639,,,,,,,,,,,,,,,,,,,,,,48.81,pending revisions,112633.814,2025,No,No,No,No,No,No,,
4436,106522,1301316010,uphams corner lp mass lp,530 columbia rd,530 columbia rd,530 columbia rd,,2125,530 columbia rd,boston,2125,60843,,Multifamily Housing,Multifamily Housing (60843.0),38.9,96,2365594.016,1265162.6,67192.786,322518,66161.343,,,,,,,,,,,,,,,,,,,,,,34,pending revisions,133354.129,2025,No,No,No,No,No,No,,
3986,105936,1301320010,st kevin's lp mass lp,516 columbia rd,516 columbia rd,516 columbia rd,,2125,516 columbia rd,boston,2125,25701,,Multifamily Housing,Multifamily Housing (25701.0),48.7,67,1252688.18,716100,38032.071,157265,32261.342,,,,,,,,,,,,,,,,,,,,,,49.71,in compliance,70293.413,2030,No,No,No,No,No,No,,
4622,106805,1301320010,st kevin's lp mass lp,35 bird street,35 bird street,35 bird street,,2125,516 columbia rd,boston,2125,13510,,Multifamily Housing,Multifamily Housing (13510.0),18.2,,245793.656,,,72038,14777.875,,,,,,,,,,,,,,,,,,,,,,90.08,in compliance,14777.875,2030,No,No,No,No,No,No,,
5017,107420,1301360000,,45-49 stoughton st,45,49 stoughton st,,2125,,,,20256,,Multifamily Housing,Multifamily Housing (20256.0),53.9,,1091478.56,899024.7,47747.202,56405,11570.922,,,,,,,,,,,,,,,,,,,,,,27.13,in compliance,59318.124,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
3883,105810,1301409000,sixteen everett av condo tr,16 everett ave,16 everett ave,16 everett ave,,2125,16 everett av,boston,2125,14400,,Multifamily Housing,Multifamily Housing (14400.0),65.3,,940470.864,718018.7,38133.973,65197,13374.513,,,,,,,,,,,,,,,,,,,,,,48.18,in compliance,51508.486,2030,No,No,No,No,No,No,,
344,100475,1301625000,au 200 hancock llc,200 hancock st,200 hancock st,200 hancock st,,2125,200 hancock st,boston,2125,30800,,Multifamily Housing,Multifamily Housing (30800.0),39.6,87,1219239.972,607362.6,32257.028,179331,36787.961,,,,,,,,,,,,,,,,,,,,,,68.53,in compliance,69044.989,2025,No,No,No,No,No,No,,
5412,107949,1301761000,,76 stoughton st,76 stoughton st,76 stoughton st,,2125,,,,18912,,Multifamily Housing,Multifamily Housing (18912.0),77.5,,1466109.26,1210789.3,64305.02,74830,15350.626,,,,,,,,,,,,,,,,,,,,,,91.73,in compliance,79655.646,2030,,,,,,,,
546,100794,1301797000,boston housing auth,6-12 annapolis st,6,12 annapolis st,,2125,11  19 bakersfield st,boston,2125,18600,,Multifamily Housing,Multifamily Housing (18600.0),89.3,,1661495.94,1387700,73700.747,80245,16461.459,,,,,,,,,,,,,,,,,,,,,,52.28,in compliance,90162.206,2025,No,No,No,No,No,No,,
547,100795,1301797000,boston housing auth,14-16 annapolis st,14,16 annapolis st,,2125,11  19 bakersfield st,boston,2125,14200,,Multifamily Housing,Multifamily Housing (14200.0),122.1,,1733282.296,1447500,76876.725,83758,17182.116,,,,,,,,,,,,,,,,,,,,,,52.26,in compliance,94058.841,2025,No,No,No,No,No,No,,
548,100796,1301797000,boston housing auth,2-4 annapolis st,2,4 annapolis st,,2125,11  19 bakersfield st,boston,2125,14200,,Multifamily Housing,Multifamily Housing (14200.0),122.4,,1738018.236,1451400,77083.854,84003,17232.375,,,,,,,,,,,,,,,,,,,,,,52.26,in compliance,94316.229,2025,No,No,No,No,No,No,,
3521,105221,1302364011,,25 william t morrissey blvd,25 william t morrissey blvd,25 william t morrissey blvd,,2124,25 wm t morrissey bl,boston,2124,218777,21870,Multifamily Housing,"Multifamily Housing (218777.0),Parking (30270.0)",34.6,98,7569951.44,2745827,145830.872,1413870,290041.292,,,,,,,,,,,,,,,,,,,,,,27.31,pending revisions,435872.164,2025,No,No,No,No,No,No,C10084,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire building. See this building's corresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings.
1794,102678,1303046010,dna lofts condominium trust,942 dorchester ave,942 dorchester ave,942 dorchester ave,,2125,942  944 dorchester av,boston,2125,36873,,Multifamily Housing,Multifamily Housing (36873.0),78.9,,2908327.68,1415100,75155.961,437640,89777.47,,,,,,,,,,,,,,,,,,,,,,44.43,in compliance,164933.431,2025,No,No,No,No,No,No,,
3401,105035,1303411010,peninsula housing assoc ii llc,375 mount vernon st,375 mount vernon st,375 mount vernon st,,2125,401 mt vernon st,boston,2125,134338,19191,Multifamily Housing,"Multifamily Housing (134338.0),Parking (28356.0)",51.6,83,6934984.768,3751199.8,199226.221,933114,191419.006,,,,,,,,,,,,,,,,,,,,,,36.46,in compliance,390645.227,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
3402,105036,1303412000,,401 mount vernon st,401 mount vernon st,401 mount vernon st,,2125,375  401 mt vernon st,boston,2125,305286,33921,Multifamily Housing,"Multifamily Housing (305286.0),Parking (66931.0)",39.5,95,12056206.65,7201200.2,382455.743,1422921,291898.014,,,,,,,,,,,,,,,,,,,,,,32.87,in compliance,674353.757,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
2290,103410,1303445000,harbor point apts co lessee,238 mount vernon st,238 mount vernon st,238 mount vernon st,,2125,400  260 mt vernon st,boston,2125,1438040,8960,Multifamily Housing,"Multifamily Housing (1438040.0),Parking (278450.0)",67.5,70,97137646.77,67149728.9,3566322.102,8788956,1802966.434,,,,,,,,,,,,,,,,,,,,,,55.13,in compliance,5369288.536,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
2186,103203,1400035000,geneva av elderly housing inc,22 beechwood st,22 beechwood st,22 beechwood st,,2121,22 beechwood st,boston,2121,42420,,Multifamily Housing,Multifamily Housing (42420.0),52.5,70,2228544.14,1204534.7,63972.838,300120,61566.617,,,,,,,,,,,,,,,,,,,,,,22.06,in compliance,125539.455,2025,No,No,No,No,No,No,,
3785,105649,1400064000,secretary of housing,223 columbia rd,223 columbia rd,223 columbia rd,,2121,223  325 columbia rd,boston,2121,12702,,Multifamily Housing,Multifamily Housing (12702.0),71.9,,912885.632,699086.3,37128.473,62661,12854.278,,,,,,,,,,,,,,,,,,,,,,68.04,in compliance,49982.751,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,C10036,
4517,106661,1400076000,washington columbia lps mass lps,144-148 geneva ave,144,148 geneva ave,,2121,148  144 geneva av,boston,2121,34944,,Multifamily Housing,Multifamily Housing (34944.0),61.1,49,2133604.547,1514367.5,80428.058,223398.9,45828.05,143000,,,,,,,,,,,,,,,,,,,,,55.66,in compliance,126256.108,2030,No,No,No,No,No,No,C10040,
5534,108100,1400078000,,165 columbia rd,165 columbia rd,165 columbia rd,,2121,,,,42544,,Multifamily Housing,Multifamily Housing (42544.0),87.5,28,3721825.504,3028029.4,160818.641,250168.7,51319.607,159779.5,,,,,,,,,,,,,,,,,,,,,104.86,in compliance,212138.248,2025,,,,,,,,
3520,105220,1400314000,q-g ii housing mass lp,87-99 lawrence ave,87,99 lawrence ave,,2121,87  99 lawrence av,boston,2121,20100,,Multifamily Housing,Multifamily Housing (20100.0),126.4,14,2540542.008,2107357.9,111921.778,126959,26044.369,,,,,,,,,,,,,,,,,,,,,,95.33,in compliance,137966.147,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
3227,104793,1400470010,nu-life condo trust,79 brunswick st,79 brunswick st,79 brunswick st,,2121,392  402 blue hill av,boston,2121,26209,,Multifamily Housing,"Multifamily Housing (21557.0),Office (4652.0)",29.7,,779140.428,535800,28456.338,71319,14630.38,,,,,,,,,,,,,,,,,,,,,,32.59,in compliance,43086.718,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
483,100691,1400535010,,32-32a intervale st,32 intervale st,32 intervale st,,2121,352  368 blue hill av,boston,2121,3336,,Multifamily Housing,Multifamily Housing (3336.0),51.4,,171438.556,84900,4509.039,25363,5202.966,,,,,,,,,,,,,,,,,,,,,,1.06,pending revisions,9712.005,2030,No,No,No,No,No,No,,
484,100693,1400535010,,360 blue hill ave,360 blue hill ave,360 blue hill ave,,2121,352  368 blue hill av,boston,2121,9911,,Multifamily Housing,Multifamily Housing (9911.0),54.5,,539915.1,363600,19310.796,51675,10600.61,,,,,,,,,,,,,,,,,,,,,,0.46,in compliance,29911.406,2030,No,No,No,No,No,No,,
486,100696,1400535010,,24-24a intervale st,24 intervale st,24 intervale st,,2121,352  368 blue hill av,boston,2121,2614,,Multifamily Housing,Multifamily Housing (2614.0),50.1,,131087.024,77000,4089.47,15852,3251.879,,,,,,,,,,,,,,,,,,,,,,1.18,pending revisions,7341.349,2030,No,No,No,No,No,No,,
4518,106662,1400707000,washington columbia lps mass lps,178-180 columbia rd,178,180 columbia rd,,2121,180  178 columbia rd,boston,2121,30060,,Multifamily Housing,Multifamily Housing (30060.0),70.3,52,2112478.334,1727673,91756.713,156021.2,32006.189,147539,,,,,,,,,,,,,,,,,,,,,55.2,in compliance,123762.902,2030,No,No,No,No,No,No,C10040,
4581,106753,1400731000,wilder gardens lp mass lp,36 bishop joe l smith way,36 bishop joe l smith way,36 bishop joe l smith way,,2121,36 bishop joe l smith wy,boston,2121,70756,,Multifamily Housing,Multifamily Housing (70756.0),66.6,66,4713201.228,3541370.3,188082.177,343444,70454.102,,,,,,,,,,,,,,,,,,,,,,40.67,in compliance,258536.279,2025,No,No,No,No,No,No,,
5275,107772,1400766000,,150 columbia rd,150 columbia rd,150 columbia rd,,2121,,,,29138,,Multifamily Housing,Multifamily Housing (29138.0),62.4,55,1818848.522,1492159.8,79248.607,139218.5,28559.283,148324.8,,,,,,,,,,,,,,,,,,,,,55.99,in compliance,107807.89,2030,No,No,No,No,No,No,,
2255,103367,1400773000,,490 blue hill ave,490 blue hill ave,490 blue hill ave,,2121,6 castlegate rd,boston,2121,15793,,Multifamily Housing,Multifamily Housing (15793.0),90,,1421049.304,1163300,61782.863,75542,15496.686,,,,,,,,,,,,,,,,,,,,,,51.33,in compliance,77279.549,2025,Yes,No,No,No,Yes,Yes,,
2153,103134,1400774000,gangemi frank r ts,488 blue hill ave,488 blue hill ave,488 blue hill ave,,2121,488 blue hill av,boston,2121,23540,,Multifamily Housing,Multifamily Housing (23540.0),50.3,,1184626.677,967015.8,51358.209,63778.1,13083.439,,,,,,,,,,,,,,,,,,,,,,25.85,in compliance,64441.648,2030,No,No,No,No,No,No,,
4629,106812,1400783000,,35 washington st,35 washington st,35 washington st,,2121,35 washington st,boston,2121,28329,,Multifamily Housing,Multifamily Housing (28329.0),82.5,,2337473.272,1954199.9,103787.557,112331,23043.581,,,,,,,,,,,,,,,,,,,,,,43.4,in compliance,126831.138,2030,Yes,No,No,No,Yes,Yes,,
4515,106659,1400832000,washington columbia ii mass lps,95-103 washington st,95,103 washington st,,2121,95  103 washington st,boston,2121,22461,,Multifamily Housing,Multifamily Housing (22461.0),82.9,34,1862865.823,1517332.5,80585.529,144071.9,29554.91,146040,,,,,,,,,,,,,,,,,,,,,85.33,in compliance,110140.439,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,C10039,
4516,106660,1400833000,washington columbia ii mass lps,102 columbia rd,102 columbia rd,102 columbia rd,,2121,108  102 columbia rd,boston,2121,39006,,Multifamily Housing,Multifamily Housing (39006.0),61.3,66,2389980.306,1931960.3,102606.412,191277.2,39238.605,194617.8,,,,,,,,,,,,,,,,,,,,,65.43,in compliance,141845.017,2025,No,No,No,No,No,No,C10039,
5546,108112,1400841001,,53 washington st,53 washington st,53 washington st,,2121,,,,22706,,Multifamily Housing,Multifamily Housing (22706.0),57,,1293988.668,1109181.1,58908.608,54164,11111.203,,,,,,,,,,,,,,,,,,,,,,38.17,in compliance,70019.811,2030,,,,,,,,
5272,107769,1400842000,,59-63b washington st,59,63b washington st,,2121,,,,28459,,Multifamily Housing,Multifamily Housing (28459.0),65.4,57,1862568.052,1504079.6,79881.668,127846,26226.328,77722.1,,,,,,,,,,,,,,,,,,,,,56.94,in compliance,106107.996,2030,No,No,No,No,No,No,,
5273,107770,1400843000,,71 washington st,71 washington st,71 washington st,,2121,,,,28046,,Multifamily Housing,Multifamily Housing (28046.0),69,62,1935048.519,1642357,87225.58,114031.6,23392.442,96384.3,,,,,,,,,,,,,,,,,,,,,35.07,in compliance,110618.022,2030,No,No,No,No,No,No,,
5542,108108,1400845000,,90 columbia rd,90 columbia rd,90 columbia rd,,2121,,,,28907,,Multifamily Housing,Multifamily Housing (28907.0),60.6,75,1750501.465,1453947.3,77219.141,116425.4,23883.507,100689.3,,,,,,,,,,,,,,,,,,,,,52.54,in compliance,101102.648,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
5274,107771,1400875000,,50-52 columbia rd,50,52 columbia rd,,2121,,,,29896,,Multifamily Housing,Multifamily Housing (29896.0),69.6,53,2080140.811,1685150.7,89498.354,163795.9,33601.091,163881.5,,,,,,,,,,,,,,,,,,,,,65.99,in compliance,123099.445,2030,No,No,No,No,No,No,,
3293,104880,1401034000,,155-157 washington st,155,157 washington st,,2121,157  155 washington st,boston,2121,40650,0,Multifamily Housing,"Multifamily Housing (40650.0),Parking (4320.0)",39.5,93,1606313.16,1133990,60226.209,138430,28397.53,,,,,,,,,,,,,,,,,,,,,,30.21,in compliance,88623.739,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
4825,107153,1401065000,secretary of housing,129-135 columbia rd,129,135 columbia rd,,2121,129 135 columbia rd,boston,2121,66400,,Multifamily Housing,Multifamily Housing (66400.0),51.3,81,3408107.128,2621064.5,139204.736,230669,47319.439,,,,,,,,,,,,,,,,,,,,,,43.96,in compliance,186524.175,2025,I'm not sure,No,No,No,I'm not sure,I'm not sure,C10036,
5535,108101,1401067000,,143 columbia rd,143 columbia rd,143 columbia rd,,2121,,,,28420,,Multifamily Housing,Multifamily Housing (28420.0),76.8,40,2183713.726,1776280,94338.231,148562.2,30476.05,99460.5,,,,,,,,,,,,,,,,,,,,,53.51,in compliance,124814.281,2030,,,,,,,,
2395,103612,1401103000,hearth inc,16 ronald st,16 ronald st,16 ronald st,,2121,ronald st,boston,2121,45648,,Multifamily Housing,Multifamily Housing (45648.0),52.4,71,2393430.082,1607054.5,85350.664,230473.5,47279.334,,,,,,,,,,,,,,,,,,,,,,38.36,in compliance,132629.998,2025,No,No,No,No,No,No,,
1978,102935,1401147000,fields corner granite,15-15a bowdoin ave,15,15a bowdoin ave,,2121,15 15a bowdoin av,boston,2121,27528,,Multifamily Housing,Multifamily Housing (27528.0),86.7,34,2386485.308,2106500,111876.215,82059,16833.583,,,,,,,,,,,,,,,,,,,,,,44.55,in compliance,128709.798,2030,No,No,No,No,No,No,,
2185,103198,1401380000,geneva apartments llc mass llc,211-255 geneva ave,211,255 geneva ave,,2121,211 geneva av,boston,2121,80000,,Multifamily Housing,Multifamily Housing (80000.0),48.8,90,3904105.6,2848262.2,151271.205,309450,63480.573,,,,,,,,,,,,,,,,,,,,,,38.84,in compliance,214751.778,2025,No,No,No,No,No,No,,
1979,102936,1401421000,fields corner granite,96 bowdoin ave,96 bowdoin ave,96 bowdoin ave,,2121,96 bowdoin av,boston,2121,21016,,Multifamily Housing,Multifamily Housing (21016.0),61.7,,1295859.644,1071565,56910.817,65737,13485.288,,,,,,,,,,,,,,,,,,,,,,26.53,in compliance,70396.105,2030,No,No,No,No,No,No,,
5070,107494,1401933000,,786-790 blue hill ave,786,790 blue hill ave,,2124,,,,22057,,Multifamily Housing,Multifamily Housing (22057.0),77.5,51,1710162.668,1343495.5,71353.046,107464,22045.165,,,,,,,,,,,,,,,,,,,,,,40.5,in compliance,93398.211,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
5531,108097,1401945000,,31 wales st,31 wales st,31 wales st,,2124,,,,22323,,Multifamily Housing,Multifamily Housing (22323.0),88.6,38,1977564.156,1656024.1,87951.44,94238,19331.983,,,,,,,,,,,,,,,,,,,,,,54.12,in compliance,107283.423,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
5525,108089,1402009000,,214 harvard st,214 harvard st,214 harvard st,,2124,,,,37864,0,Multifamily Housing,"Multifamily Housing (37864.0),Parking (900.0)",66.3,73,2509954.66,2002232,106338.542,148805,30525.858,,,,,,,,,,,,,,,,,,,,,,63.62,in compliance,136864.4,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
5100,107528,1402119000,,71-77 kingsdale st,71,77 kingsdale st,,2124,,,,16768,,Multifamily Housing,Multifamily Housing (16768.0),53.8,,902547.56,668211.4,35488.707,68680,14089.015,,,,,,,,,,,,,,,,,,,,,,46.42,in compliance,49577.722,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
2668,104065,1402195000,lbb apartments llc mass llc,112 talbot ave,112 talbot ave,112 talbot ave,,2124,112 talbot av,boston,2124,19770,,Multifamily Housing,Multifamily Housing (19770.0),96.4,,1905507.98,1289079,68462.986,180665,37061.618,,,,,,,,,,,,,,,,,,,,,,62.58,in compliance,105524.604,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
5071,107495,1402519000,,12-16 mclellan st,12,16 mclellan st,,2121,,,,29496,,Multifamily Housing,Multifamily Housing (29496.0),74.8,46,2206092.364,1767490,93871.394,128547,26370.132,,,,,,,,,,,,,,,,,,,,,,40.94,in compliance,120241.526,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
5121,107556,1402527000,,53 glenway st,53 glenway st,53 glenway st,,2121,,,,7412,,Multifamily Housing,Multifamily Housing (7412.0),100.5,,745138.36,506196,26884.07,70030,14365.954,,,,,,,,,,,,,,,,,,,,,,66.85,in compliance,41250.024,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
5444,107989,1402771000,,4-6 esmond st,4,6 esmond st,,2121,,,,17883,,Multifamily Housing,Multifamily Housing (17883.0),65.7,,1174829.692,911795.2,48425.443,77091,15814.448,,,,,,,,,,,,,,,,,,,,,,30.48,in compliance,64239.891,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
5072,107496,1402774000,,712-718 blue hill ave,712,718 blue hill ave,,2121,,,,28396,,Multifamily Housing,Multifamily Housing (28396.0),49.9,,1417463.012,1144329,60775.313,80051,16421.662,,,,,,,,,,,,,,,,,,,,,,29.69,in compliance,77196.975,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
5073,107497,1402788000,,185 harvard st,185 harvard st,185 harvard st,,2124,,,,30936,,Multifamily Housing,Multifamily Housing (30936.0),57.4,77,1775507.152,1425279,75696.568,102646,21056.8,,,,,,,,,,,,,,,,,,,,,,34.73,in compliance,96753.368,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
5532,108098,1402823000,,91 esmond st,91 esmond st,91 esmond st,,2124,,,,15147,,Multifamily Housing,Multifamily Housing (15147.0),86.2,,1306386.572,1023681.9,54367.746,82856,16997.08,,,,,,,,,,,,,,,,,,,,,,39.75,in compliance,71364.826,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
1410,102026,1402862000,city of boston,69-83 ames st,69,83 ames st,,2124,180  20 stratton st,boston,2124,21600,,Multifamily Housing,Multifamily Housing (21600.0),75.4,,1627872.78,1144000,60757.84,141815,29091.929,,,,,,,,,,,,,,,,,,,,,,21.37,in compliance,89849.769,2025,No,No,No,No,No,No,,
1411,102027,1402862000,city of boston,21-45 ames way,21,45 ames way,,2124,180  20 stratton st,boston,2124,28500,,Multifamily Housing,Multifamily Housing (28500.0),76.1,,2168034.236,1522900.1,80881.224,189078,38787.461,,,,,,,,,,,,,,,,,,,,,,96.84,in compliance,119668.685,2025,,,,,,,,
1413,102028,1402862000,city of boston,50-70 ames st,50,70 ames st,,2124,180  20 stratton st,boston,2124,21600,,Multifamily Housing,Multifamily Housing (21600.0),75.4,,1627872.78,1144000,60757.84,141815,29091.929,,,,,,,,,,,,,,,,,,,,,,138.83,in compliance,89849.769,2025,No,No,No,No,No,No,,
1414,102029,1402862000,city of boston,49-63 ames st,49,63 ames st,,2124,180  20 stratton st,boston,2124,21600,,Multifamily Housing,Multifamily Housing (21600.0),75.4,,1627872.78,1144000,60757.84,141815,29091.929,,,,,,,,,,,,,,,,,,,,,,32.35,in compliance,89849.769,2025,No,No,No,No,No,No,,
