_id,BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Geospatial Address,Geospatial Address.1,Building Address City,Building Address Zip  Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types and GFAs,Site EUI (Energy Use Intensity kBtu/ft2),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Natural Gas Emissions (kgCO2e),Electricity Usage (kWh),Electricity Emissions (kgCO2e),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Hot Water Emissions (kgCO2e),District Chilled Water Usage (kBtu),District Chilled Water Emissions (kgCO2e),District Steam Usage (kBtu),District Steam Emissions (kgCO2e),Fuel Oil 1 Usage (kBtu),Fuel Oil 1 Emissions (kgCO2e),Fuel Oil 2 Usage (kBtu),Fuel Oil 2 Emissions (kgCO2e),Fuel Oil 4 Usage (kBtu),Fuel Oil 4 Emissions (kgCO2e),Fuel Oil 5 and 6 Usage (kBtu),Fuel Oil 5 and 6 Emissions (kgCO2e),Propane Usage (kBtu),Propane Emissions (kgCO2e),Diesel Usage (kBtu),Diesel Emissions (kgCO2e),Kerosene Usage (kBtu),Kerosene Emissions (kgCO2e),Water Usage Intensity (Gallons/ft2),Compliance Status,Estimated Total GHG Emissions (kgCO2e),First Emissions Compliance Year (Projected),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (,Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Corresponding Campus ID,Notes,Percentage Electrification,Estimated Carbon Emissions Intensity (kg CO2e/sf),Log GSF,Log EUI,Log Total Site Energy,Log GHG Emissions,Log CEI,Log % Electrification
1013,101366,100534000.0,brandywyne village co,870-908a saratoga st,870-908a saratoga st,,boston,2128.0,870 908a saratoga st,boston,2128,385660.0,,Multifamily Housing,Multifamily Housing (385660.0),70.5,74.0,27200633.84,22441934.5,1191891.141,1394695.0,286107.732,,,,,,,,,,,,,,,,,,,,,,47.75,in compliance,1477998.873,2025.0,No,No,No,No,No,No,,,17.49557959657458,3.8323883031685937,12.862711431273596,4.255612709818223,17.11875083393589,14.206199617973079,1.3434881866994826,2.8619482545406565
1178,101752,100728000.0,cheverus school apts inc,10 moore st,10 moore st,,boston,2128.0,10 moore st,boston,2128,45216.0,,Multifamily Housing,Multifamily Housing (45216.0),50.9,70.0,2302929.834,1626178.4,86366.335,198344.5,40688.391,,,,,,,,,,,,,,,,,,,,,,34.52,in compliance,127054.726,2025.0,No,Yes,No,No,No,No,,,29.387833518986838,2.809950592710545,10.719206285484255,3.929862923556477,14.649692711122013,11.752373186010045,1.033166900525791,3.380580762810273
3029,104535,101082000.0,,720 bennington st,720 bennington st,,boston,2128.0,720 bennington st,boston,2128,23940.0,,Multifamily Housing,Multifamily Housing (23940.0),23.3,100.0,557979.572,,,89681.0,18397.16,,,,,,,,,,251988.0,18700.029,,,,,,,,,,,31.15,in compliance,37097.189,2030.0,No,No,No,No,No,No,,,54.84161777700349,1.5495901837928152,10.083305979111964,3.1484533605716547,13.232077631374315,10.521296477530901,0.43799049841893756,4.0044493542043575
1140,101708,102829000.0,chapman house associates lps mass lps,61 eutaw st,61 eutaw st,,boston,2128.0,61 eutaw st,boston,2128,33551.0,,Multifamily Housing,Multifamily Housing (33551.0),71.1,53.0,2386041.264,1838340.2,97634.248,160522.0,32929.483,,,,,,,,,,,,,,,,,,,,,,34.9,in compliance,130563.731,2030.0,No,No,No,No,No,No,,,22.955392706905002,3.8915004321778786,10.420821948214945,4.264087336809195,14.685146175706716,11.779616746689133,1.3587947984741873,3.133552885239669
2662,104054,103613000.0,,401 border st,401 border st,,boston,2128.0,401 border st,boston,2128,51488.0,,Multifamily Housing,Multifamily Housing (51488.0),55.1,65.0,2835791.202,1900106.5,100914.656,274233.5,56256.26,,,,,,,,,,,,,,,,,,,,,,23.74,in compliance,157170.916,2025.0,No,No,No,No,No,No,,,32.996993444547684,3.0525737259167185,10.84910404979211,4.009149716158869,14.85783153980529,11.965089129137631,1.1159850793455222,3.4964164495749386
2660,104052,103647000.0,,344-352 meridian st,344-352 meridian st,,boston,2128.0,344  352 meridian st,boston,2128,50000.0,,Multifamily Housing,Multifamily Housing (50000.0),66.9,70.0,3344770.108,2485683.1,132014.629,251784.0,51650.97,,,,,,,,,,,,,,,,,,,,,,45.26,in compliance,183665.599,2025.0,No,Yes,No,No,No,No,,,25.685615090410874,3.67331198,10.819778284410283,4.203198967134183,15.022908522127347,12.120871986382895,1.301093701972612,3.245931111088632
1839,102744,103894010.0,ebcdc inc,120-150 orleans st,120-150 orleans st,,boston,2128.0,120  150 orleans st,boston,2128,41716.0,,Multifamily Housing,Multifamily Housing (41716.0),70.9,25.0,2956081.048,2064000.0,109619.04,261454.0,53634.674,,,,,,,,,,,,,,,,,,,,,,33.54,in compliance,163253.714,2025.0,No,No,No,No,No,No,,,30.179154482370606,3.913455604564196,10.638640027241104,4.2612704335380815,14.899374978806971,12.00306079726274,1.3644207700216364,3.407151437121229
2250,103363,103916000.0,greenway apartments llc mass llc,172 maverick st,172 maverick st,,boston,2128.0,170  172 maverick st,boston,2128,38370.0,,Multifamily Housing,Multifamily Housing (38370.0),43.2,91.0,1658593.148,1065062.1,56565.448,173954.0,35684.924,,,,,,,,,,,,,,,,,,,,,,36.79,in compliance,92250.372,2030.0,No,Yes,No,No,No,No,,,35.78678362537164,2.4042317435496483,10.555031183240999,3.765840495250065,14.321480299795724,11.432261594414967,0.8772304111739703,3.5775786527700677
4126,106111,104164010.0,the porter 156 condominium trust,156-204 porter st,156-204 porter st,,boston,2128.0,156  204 porter st,boston,2128,198660.0,,Multifamily Housing,Multifamily Housing (198660.0),44.7,70.0,8874934.44,4797099.7,254773.965,1195145.0,245172.045,,,,,,,,,,,,,,,,,,,,,,26.7,in compliance,499946.01,2025.0,No,No,No,No,No,No,,,45.9497930865842,2.516591211114467,12.199350099769347,3.7999735016195233,15.998741506256216,13.122255391574068,0.9229052918047219,3.827549345779244
1661,102495,104372000.0,constitution apartments llc,917 bennington st,917 bennington st,,boston,2128.0,917 bennington st,boston,2128,47230.0,10000.0,Multifamily Housing,"Multifamily Housing (47230.0),Parking (10000.0)",31.7,99.0,1496606.96,576800.0,30633.848,269580.0,55301.641,,,,,,,,,,,,,,,,,,,,,,25.6,pending revisions,85935.489,2025.0,No,No,No,No,No,No,,,61.462188910306814,1.8195106711835698,10.762784562890163,3.456316680883235,14.218711077158808,11.361352165841954,0.5985676029517907,4.118422171270001
2826,104266,104447000.0,,marginal st,marginal st,,boston,2128.0,marginal st,boston,2128,196763.0,40052.0,Multifamily Housing,"Multifamily Housing (196763.0),Parking (74456.0)",31.3,96.0,6158554.7,1180617.3,62702.585,1458950.0,299289.003,,,,,,,,,,,,,,,,,,,,,,22.3,in compliance,361991.588,2025.0,No,No,No,No,No,No,,,80.83319033441401,1.8397340353623395,12.189755237794465,3.4436180975461075,15.633352681357193,12.79937625296885,0.609621015174386,4.3923876526490675
2827,104267,104447010.0,,marginal st,marginal st,,boston,2128.0,marginal st,boston,2128,291137.0,98817.0,Multifamily Housing,"Multifamily Housing (291137.0),Swimming Pool (0.0),Parking (98817.0)",30.4,99.0,8851695.96,2297738.7,122032.902,1920855.0,394044.195,,,,,,,,,,,,,,,,,,,,,,25.78,in compliance,516077.097,2025.0,No,No,No,No,No,No,,,74.04508037632598,1.7726262790370169,12.581549225744617,3.414442608412176,15.996119632522987,13.154011446093419,0.5724622203488015,4.30467410199534
5415,107952,105314000.0,,197-207 maverick st,197-207 maverick st,,east boston,2128.0,,,,42458.0,0.0,Multifamily Housing,"Multifamily Housing (42458.0),Parking (9800.0)",39.2,94.0,1663780.076,681728.0,36206.574,287823.0,59044.01,,,,,,,,,,,,,,,,,,,,,,21.63,in compliance,95250.584,2025.0,No,No,No,No,No,No,,,59.02794868244353,2.2434072259644826,10.656270630991948,3.6686767467964168,14.324602725763228,11.464266424203748,0.8079957932118002,4.078011038224318
4464,106569,105343100.0,victory gardens association,54 orleans st,54 orleans st,,boston,2128.0,60  70 orleans st,boston,2128,81565.0,,Multifamily Housing,Multifamily Housing (81565.0),42.8,84.0,3489650.94,2221768.8,117998.141,371595.0,76228.998,,,,,,,,,,,,,,,,,,,,,,20.28,in compliance,194227.139,2025.0,No,No,No,No,No,No,,,36.33423230720033,2.3812559185925335,11.309155527370404,3.756538102587751,15.06531227198458,12.176783572758366,0.867628045387962,3.592760335654955
2421,103648,105398000.0,heritage housing corp,30 s bremen st,30 s bremen st,30 s bremen st,,2128.0,2  30 marginal st,boston,2128,52800.0,,Multifamily Housing,Multifamily Housing (52800.0),83.0,7.0,4380912.344,2451300.1,130188.548,565537.0,116014.26,,,,,,,,,,,,,,,,,,,,,,60.07,in compliance,246202.808,2025.0,No,No,No,No,No,No,,,44.04783577084966,4.662931969696969,10.874266469694353,4.418840607796598,15.292767558378566,12.413910898028945,1.5396444283345914,3.785276219979971
2692,104090,105398005.0,lewis mall apartments inc,225 sumner st,225 sumner st,225 sumner st,,2128.0,s bremen st,boston,2128,30096.0,0.0,Multifamily Housing,"Multifamily Housing (30096.0),Parking (1296.0)",67.9,39.0,2042101.114,1107180.7,58802.367,274009.5,56210.309,,,,,,,,,,,,,,,,,,,,,,47.71,in compliance,115012.676,2025.0,No,Yes,No,No,No,No,,,45.784290945007534,3.821526980329612,10.31214755154081,4.21803603456465,14.529489793620874,11.652797627357895,1.3406500758170834,3.8239410398176847
2432,103660,105399000.0,,2 Monsignor Albert A Jacobbe Rd,2 Monsignor Albert A Jacobbe Rd,2 Monsignor Albert A Jacobbe Rd,,2128.0,2 msgr albert a jacobbe rd,boston,2128,63250.0,,Multifamily Housing,Multifamily Housing (63250.0),83.0,,5248172.096,2936600.1,155962.831,677483.0,138978.863,,,,,,,,,,,,,,,,,,,,,,120.84,in compliance,294941.694,2025.0,,,,,,,,,44.047214461810206,4.663109786561265,11.054850406589766,4.418840607796598,15.47339040175132,12.594532968329498,1.5396825617397305,3.7852621145554823
1556,102304,105401000.0,clippership apartments lp,125-131 sumner st,125,131 sumner st,,2128.0,125 sumner st,boston,2128,27864.0,,Multifamily Housing,Multifamily Housing (27864.0),43.9,97.0,1222506.904,616563.0,32745.661,177592.0,36431.223,,,,,,,,,,,,,,,,,,,,,,53.41,in compliance,69176.884,2030.0,,,,,,,,,49.56786262861056,2.4826616422624177,10.235090812045836,3.7819143200811256,14.01641414775898,11.144422039557112,0.909331227511275,3.903342692858171
1790,102673,105403000.0,,99-111 sumner st,99,111 sumner st,,2128.0,99  111 sumner st,boston,2128,128944.0,30543.0,Multifamily Housing,"Multifamily Housing (128944.0),Parking (30543.0)",44.2,91.0,5697889.552,2966000.1,157524.265,800671.0,164249.649,,,,,,,,,,,,,,,,,,,,,,15.95,in compliance,321773.914,2025.0,Yes,No,No,No,Yes,Yes,,,47.94774499781318,2.4954547245315797,11.767133480564292,3.7887247890836524,15.555606410208743,12.681604447482748,0.9144709669184553,3.870111772023653
2180,103175,105410000.0,gegc 2 new street llc,6-26 new st,6,26 new st,,2128.0,2  26 new st,boston,2128,293648.0,,Multifamily Housing,"Multifamily Housing (293648.0),Swimming Pool (0.0)",42.7,85.0,12529209.46,6288275.9,333970.333,1829113.0,375224.241,,,,,,,,,,,,,,,,,,,,,,24.38,in compliance,709194.574,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,49.81326190511304,2.4151180120416282,12.590137050098253,3.754198920234579,16.343573233102152,13.471885202278697,0.8817481521804441,3.9082812518936962
4224,106257,105413010.0,,126 border st,126 border st,126 border st,,2128.0,126 border st,boston,2128,203508.0,,Multifamily Housing,Multifamily Housing (203508.0),37.8,97.0,7698447.996,4199500.0,223035.445,1025483.0,210367.583,,,,,,,,,,,,,,,,,,,,,,23.89,in compliance,433403.028,2025.0,No,No,No,No,No,No,,,45.45204202545866,2.129660888024058,12.223460595131401,3.632309102625542,15.856529307547136,12.979423354677433,0.7559627595460322,3.816657748667204
1670,102504,105590100.0,coppersmith village rental,75  109 border st,75  109 border st,75-109 Border St,,2128.0,75  109 border st,boston,2128,74868.0,,Multifamily Housing,Multifamily Housing (74868.0),46.0,83.0,3443677.172,1725800.0,91657.238,503481.0,103284.092,,,,,,,,,,,,,,,,,,,,,,26.61,in compliance,194941.33,2025.0,No,No,No,No,No,No,,,49.88715864885375,2.6038004220761874,11.223481841898787,3.828641396489095,15.052050403783154,12.180453920480012,0.9569720785812262,3.9097636279330765
2735,104143,105744000.0,lyman school limited,30 gove st,30 gove st,30 gove st,,2128.0,30 gove st,boston,2128,41373.0,,Multifamily Housing,Multifamily Housing (41373.0),59.6,81.0,2465433.264,1829361.4,97157.384,186422.0,38242.609,,,,,,,,,,,,,,,,,,,,,,34.34,in compliance,135399.993,2025.0,No,Yes,No,No,No,No,,,25.80073192766008,3.2726655790007975,10.630383773142448,4.087655574071304,14.717878116342437,11.81598858776164,1.1856048146191922,3.2504028608143214
4131,106117,105937000.0,,250 meridian st,250 meridian st,250 meridian st,,2128.0,248  270 meridian st,boston,2128,71263.0,14647.0,Multifamily Housing,"Multifamily Housing (60000.0),Parking (14647.0),Retail Store (5435.0),Other (5828.0)",38.7,95.0,2761105.136,915800.0,48638.138,540828.0,110945.456,,,,,,,,,,,,,,,,,,,,,,19.74,in compliance,159583.594,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,66.8350594890205,2.2393611551576558,11.17413253762815,3.655839600035736,14.831141569144206,11.980323164227915,0.8061906265997641,4.202227785510876
389,100540,105980000.0,barnes school lim partner,127 marion st,127 marion st,127 marion st,,2128.0,marion st,boston,2128,105762.0,,Multifamily Housing,Multifamily Housing (105762.0),46.5,45.0,4919185.026,3093558.6,164298.897,535060.5,109762.311,,,,,,,,,,,,,,,,,,,,,,14.48,in compliance,274061.208,2025.0,No,Yes,No,No,No,No,,,37.114007206993804,2.5913012991433595,11.568946565648009,3.8394523125933104,15.408653429625872,12.521106747284392,0.9521601816363829,3.6139944511074438
3470,105137,200136010.0,polk street development llc,30 polk st,30 polk st,30 polk st,,2129.0,30 polk st,boston,2129,33112.0,8278.0,Multifamily Housing,"Multifamily Housing (33112.0),Parking (8278.0)",31.0,100.0,1027024.737,515800.0,27394.138,149831.4,30736.413,,,,,,,,,,,,,,,,,,,,,,14.26,in compliance,58130.551,2030.0,No,No,No,No,No,No,,,49.7794447486614,1.7555735382942739,10.407651033428568,3.4339872044851463,13.842176575280792,10.970446639404988,0.5627956059764205,3.9076021427724053
1248,101837,200149000.0,city of boston,10-18 carney ct,10,18 carney ct,,2129.0,polk st,boston,2129,21114.0,,Multifamily Housing,Multifamily Housing (21114.0),105.2,,2220145.948,1667900.1,88582.174,161854.0,33202.73,,,,,,,,,,,,,,,,,,,,,,113.69,in compliance,121784.904,2025.0,No,No,No,No,No,No,,,24.87539734031936,5.767969309462916,9.95769160654964,4.65586330030361,14.61308349402987,11.710011685689928,1.7523200791402878,3.213879256397257
1250,101839,200149000.0,city of boston,25-41 carney ct,25,41 carney ct,,2129.0,polk st,boston,2129,21114.0,,Multifamily Housing,Multifamily Housing (21114.0),103.4,,2183552.248,1667900.1,88582.174,151129.0,31002.603,,,,,,,,,,,,,,,,,,,,,,73.13,in compliance,119584.777,2025.0,No,No,No,No,No,No,,,23.61632600375496,5.6637670266174105,9.95769160654964,4.638604962074329,14.596463580176541,11.691780829788854,1.734089223239214,3.1619382526823254
1252,101841,200149000.0,city of boston,76-92 monument st,76,92 monument st,,2129.0,polk st,boston,2129,21114.0,,Multifamily Housing,Multifamily Housing (21114.0),103.4,7.0,2183664.844,1667900.1,88582.174,151162.0,31009.373,,,,,,,,,,,,,,,,,,,,,,44.07,in compliance,119591.547,2025.0,No,No,No,No,No,No,,,23.620264790964416,5.664087666950839,9.95769160654964,4.638604962074329,14.596515144363828,11.691837440743388,1.7341458341937481,3.162105021162113
1253,101842,200149000.0,city of boston,17-33 polk st,17,33 polk st,,2129.0,polk st,boston,2129,21114.0,,Multifamily Housing,Multifamily Housing (21114.0),105.2,,2220145.948,1667900.1,88582.174,161854.0,33202.73,,,,,,,,,,,,,,,,,,,,,,28.75,in compliance,121784.904,2025.0,No,No,No,No,No,No,,,24.87539734031936,5.767969309462916,9.95769160654964,4.65586330030361,14.61308349402987,11.710011685689928,1.7523200791402878,3.213879256397257
1254,101843,200149000.0,city of boston,41-57 polk st,41,57 polk st,,2129.0,polk st,boston,2129,20043.0,,Multifamily Housing,Multifamily Housing (20043.0),103.4,6.0,2072502.48,1582999.9,84073.125,143465.0,29430.41,,,,,,,,,,,,,,,,,,,,,,41.68,in compliance,113503.535,2025.0,No,No,No,No,No,No,,,23.61995242341037,5.663001297210997,9.905635244593586,4.638604962074329,14.544267362613308,11.639589260793036,1.7339540161994498,3.1620917965169917
1256,101845,200149000.0,city of boston,81-97 polk st,81,97 polk st,,2129.0,polk st,boston,2129,20781.0,,Multifamily Housing,Multifamily Housing (20781.0),103.4,,2148727.976,1641199.8,87164.121,148748.0,30514.165,,,,,,,,,,,,,,,,,,,,,,44.33,in compliance,117678.286,2025.0,No,No,No,No,No,No,,,23.62097454256816,5.662782637986622,9.941794386690715,4.638604962074329,14.580386585946622,11.675709790247428,1.7339154035567128,3.162135069129262
1257,101846,200149000.0,city of boston,137-153 bunker hill st,137,153 bunker hill st,,2129.0,polk st,boston,2129,21114.0,,Multifamily Housing,Multifamily Housing (21114.0),106.5,,2248076.58,1667900.1,88582.174,170040.0,34882.006,,,,,,,,,,,,,,,,,,,,,,113.69,in compliance,123464.18,2025.0,No,No,No,No,No,No,,,25.8088176871626,5.847503078526096,9.95769160654964,4.66814498514948,14.62558555525179,11.723706352494462,1.7660147459448223,3.2507162043574844
1258,101847,200149000.0,city of boston,161-177 bunker hill st,161,177 bunker hill st,,2129.0,polk st,boston,2129,21114.0,,Multifamily Housing,Multifamily Housing (21114.0),106.5,,2248076.58,1667900.1,88582.174,170040.0,34882.006,,,,,,,,,,,,,,,,,,,,,,113.69,in compliance,123464.18,2025.0,No,No,No,No,No,No,,,25.8088176871626,5.847503078526096,9.95769160654964,4.66814498514948,14.62558555525179,11.723706352494462,1.7660147459448223,3.2507162043574844
1259,101848,200151000.0,city of boston,10-18 mcnulty ct,10,18 mcnulty ct,,2129.0,monument st,boston,2129,20532.0,,Multifamily Housing,Multifamily Housing (20532.0),104.7,,2148865.444,1621499.9,86117.86,154562.0,31706.849,,,,,,,,,,,,,,,,,,,,,,86.59,in compliance,117824.709,2025.0,No,No,No,No,No,No,,,24.542659465838565,5.738588983050848,9.929739923680193,4.651099117876491,14.580450560355837,11.676953282024401,1.7472133583442069,3.2004128061019275
1260,101849,200151000.0,city of boston,33-41 mcnulty ct,33,41 mcnulty ct,,2129.0,monument st,boston,2129,20532.0,,Multifamily Housing,Multifamily Housing (20532.0),112.2,,2304524.296,1621499.9,86117.86,200183.0,41065.541,,,,,,,,,,,,,,,,,,,,,,18.77,in compliance,127183.401,2025.0,No,No,No,No,No,No,,,29.63971456649811,6.194399035651665,9.929739923680193,4.720282993088596,14.650384833938068,11.75338542608989,1.8236455024096958,3.389115170371332
1261,101850,200151000.0,city of boston,1-17 mcnulty ct,1,17 mcnulty ct,,2129.0,monument st,boston,2129,25701.0,,Multifamily Housing,Multifamily Housing (25701.0),104.8,,2693064.848,2032999.8,107972.619,193454.0,39685.154,,,,,,,,,,,,,,,,,,,,,,86.58,in compliance,147657.773,2025.0,No,No,No,No,No,No,,,24.5108864196203,5.745215088907046,10.154285180632154,4.6520537718869415,14.806190451711759,11.902652530554414,1.7483673499222603,3.1991173625172435
1262,101851,200151000.0,city of boston,34-42 mcnulty ct,34,42 mcnulty ct,,2129.0,monument st,boston,2129,20532.0,,Multifamily Housing,Multifamily Housing (20532.0),112.2,,2304524.296,1621499.9,86117.86,200183.0,41065.541,,,,,,,,,,,,,,,,,,,,,,143.23,in compliance,127183.401,2025.0,No,No,No,No,No,No,,,29.63971456649811,6.194399035651665,9.929739923680193,4.720282993088596,14.650384833938068,11.75338542608989,1.8236455024096958,3.389115170371332
1263,101852,200151000.0,city of boston,53-61 monument st,53,61 monument st,,2129.0,monument st,boston,2129,20532.0,,Multifamily Housing,Multifamily Housing (20532.0),100.7,,2068424.132,1621499.9,86117.86,130986.0,26870.468,,,,,,,,,,,,,,,,,,,,,,29.42,in compliance,112988.328,2025.0,No,No,No,No,No,No,,,21.607941668512694,5.503035651665693,9.929739923680193,4.612145799724517,14.542297586425121,11.63503980032409,1.705299876643896,3.073060916954678
1264,101853,200151000.0,city of boston,42-50 tufts st,42,50 tufts st,,2129.0,monument st,boston,2129,20532.0,,Multifamily Housing,Multifamily Housing (20532.0),115.5,,2371562.072,1683000.0,89384.13,201806.0,41398.483,,,,,,,,,,,,,,,,,,,,,,89.85,in compliance,130782.613,2025.0,No,No,No,No,No,No,,,29.035391948197763,6.369696717319306,9.929739923680193,4.749270529961848,14.679059398108617,11.781291781034952,1.8515518573547576,3.368515497895902
1265,101854,200151000.0,city of boston,34-42 o'meara ct,34,42 o'meara ct,,2129.0,monument st,boston,2129,20532.0,,Multifamily Housing,Multifamily Housing (20532.0),103.0,,2115820.224,1621499.9,86117.86,144877.0,29720.068,,,,,,,,,,,,,,,,,,,,,,90.97,in compliance,115837.928,2025.0,No,No,No,No,No,No,,,23.364085943721467,5.6418238846678355,9.929739923680193,4.634728988229636,14.564953108048538,11.659947320719242,1.7302073970390484,3.151200054639088
1266,101855,200151000.0,city of boston,77-85 monument st,77,85 monument st,,2129.0,monument st,boston,2129,20532.0,,Multifamily Housing,Multifamily Housing (20532.0),103.0,,2115820.224,1621499.9,86117.86,144877.0,29720.068,,,,,,,,,,,,,,,,,,,,,,21.77,in compliance,115837.928,2025.0,No,No,No,No,No,No,,,23.364085943721467,5.6418238846678355,9.929739923680193,4.634728988229636,14.564953108048538,11.659947320719242,1.7302073970390484,3.151200054639088
1267,101856,200151000.0,city of boston,10-26 tufts st,10,26 tufts st,,2129.0,monument st,boston,2129,20532.0,,Multifamily Housing,Multifamily Housing (20532.0),104.7,,2148804.028,1621499.9,86117.86,154544.0,31703.156,,,,,,,,,,,,,,,,,,,,,,113.39,in compliance,117821.016,2025.0,No,No,No,No,No,No,,,24.540502657695132,5.738409117475161,9.929739923680193,4.651099117876491,14.580421979283978,11.676921938362211,1.747182014682018,3.200324922271648
1268,101857,200151000.0,city of boston,9-17 o'meara ct,9,17 o'meara ct,,2129.0,monument st,boston,2129,20532.0,,Multifamily Housing,Multifamily Housing (20532.0),100.7,,2068502.608,1621499.9,86117.86,131009.0,26875.186,,,,,,,,,,,,,,,,,,,,,,54.91,in compliance,112993.046,2025.0,No,No,No,No,No,No,,,21.610915916718053,5.503265439314242,9.929739923680193,4.612145799724517,14.542335525699826,11.635081555977816,1.7053416322976225,3.0731985535501933
1269,101858,200151000.0,city of boston,10-18 o'meara ct,10,18 o'meara ct,,2129.0,monument st,boston,2129,20532.0,,Multifamily Housing,Multifamily Housing (20532.0),100.7,,2068424.132,1621499.9,86117.86,130986.0,26870.468,,,,,,,,,,,,,,,,,,,,,,54.91,in compliance,112988.328,2025.0,No,No,No,No,No,No,,,21.607941668512694,5.503035651665693,9.929739923680193,4.612145799724517,14.542297586425121,11.63503980032409,1.705299876643896,3.073060916954678
1270,101859,200151000.0,city of boston,33-41 o'meara ct,33,41 o'meara ct,,2129.0,monument st,boston,2129,20532.0,,Multifamily Housing,Multifamily Housing (20532.0),103.1,,2115850.932,1621499.9,86117.86,144886.0,29721.914,,,,,,,,,,,,,,,,,,,,,,39.96,in compliance,115839.774,2025.0,No,No,No,No,No,No,,,23.36519824828567,5.641913793103448,9.929739923680193,4.635699391022914,14.564967621463627,11.659963256650789,1.7302233329705956,3.151247660956354
1271,101860,200151000.0,city of boston,89-105 bunker hill st,89,105 bunker hill st,,2129.0,monument st,boston,2129,21114.0,,Multifamily Housing,Multifamily Housing (21114.0),103.3,,2180416.62,1667900.1,88582.174,150210.0,30814.079,,,,,,,,,,,,,,,,,,,,,,86.58,in compliance,119396.253,2025.0,No,No,No,No,No,No,,,23.506473340860882,5.654838164251208,9.95769160654964,4.637637376125593,14.595026526597808,11.690203097538669,1.7325114909890285,3.1572758445308406
1272,101861,200151000.0,city of boston,113-129 bunker hill st,113,129 bunker hill st,,2129.0,monument st,boston,2129,21114.0,,Multifamily Housing,Multifamily Housing (21114.0),100.8,,2127493.088,1667900.1,88582.174,134699.0,27632.153,,,,,,,,,,,,,,,,,,,,,,54.91,in compliance,116214.327,2025.0,No,No,No,No,No,No,,,21.603510509266577,5.504135976129582,9.95769160654964,4.613138355637268,14.570454890540722,11.663191411840923,1.7054998052912838,3.0728558250617497
1273,101862,200151000.0,city of boston,65-81 bunker hill st,65,81 bunker hill st,,2129.0,monument st,boston,2129,21114.0,,Multifamily Housing,Multifamily Housing (21114.0),103.3,,2180416.62,1667900.1,88582.174,150210.0,30814.079,,,,,,,,,,,,,,,,,,,,,,86.58,in compliance,119396.253,2025.0,No,No,No,No,No,No,,,23.506473340860882,5.654838164251208,9.95769160654964,4.637637376125593,14.595026526597808,11.690203097538669,1.7325114909890285,3.1572758445308406
1274,101864,200152000.0,city of boston,40-48 corey st,40,48 corey st,,2129.0,tufts st,boston,2129,20532.0,,Multifamily Housing,Multifamily Housing (20532.0),80.5,,1652600.28,1621499.9,86117.86,9115.0,1869.851,,,,,,,,,,,,,,,,,,,,,,35.9,in compliance,87987.711,2025.0,No,No,No,No,No,No,,,1.881988501780963,4.28539406779661,9.929739923680193,4.388257184424518,14.317860532679196,11.384952435981418,1.4552125123012254,0.6323289315701157
1276,101866,200152000.0,city of boston,45-53 tufts st,45,53 tufts st,,2129.0,tufts st,boston,2129,20532.0,,Multifamily Housing,Multifamily Housing (20532.0),55.5,,1139038.276,1124800.0,59738.128,4173.0,856.049,,,,,,,,,,,,,,,,,,,,,,0.0,in compliance,60594.177,2025.0,No,No,No,No,No,No,,,1.2500810771700528,2.9512067504383404,9.929739923680193,4.0163830207523885,13.94569484678128,11.011954078331641,1.082214154651447,0.22320841094682053
1278,101868,200156000.0,city of boston,82-98 decatur st,82,98 decatur st,,2129.0,corey st,boston,2129,26925.0,,Multifamily Housing,Multifamily Housing (26925.0),108.5,4.0,2921031.968,2211800.0,117468.698,207864.0,42641.221,,,,,,,,,,,,,,,,,,,,,,80.96,in compliance,160109.919,2025.0,No,No,No,No,No,No,,,24.281252494666298,5.946515097493036,10.20081050202459,4.686750172980514,14.887447525507184,11.98361585209378,1.7828053500691905,3.189704550308355
1279,101870,200156000.0,city of boston,50-58 o'brien ct,50,58 o'brien ct,,2129.0,corey st,boston,2129,20532.0,,Multifamily Housing,Multifamily Housing (20532.0),105.0,,2156760.812,1621499.9,86117.86,156876.0,32181.543,,,,,,,,,,,,,,,,,,,,,,94.75,in compliance,118299.403,2025.0,No,No,No,No,No,No,,,24.818906223709707,5.761708698616793,9.929739923680193,4.653960350157523,14.58411803002467,11.680974003461776,1.7512340797815813,3.211605710461737
1280,101871,200156000.0,city of boston,26-34 o'brien ct,26,34 o'brien ct,,2129.0,corey st,boston,2129,20532.0,,Multifamily Housing,Multifamily Housing (20532.0),105.0,,2156760.812,1621499.9,86117.86,156876.0,32181.543,,,,,,,,,,,,,,,,,,,,,,35.81,in compliance,118299.403,2025.0,No,No,No,No,No,No,,,24.818906223709707,5.761708698616793,9.929739923680193,4.653960350157523,14.58411803002467,11.680974003461776,1.7512340797815813,3.211605710461737
