Reported Gross Floor Area (Sq Ft),Site EUI (Energy Use Intensity kBtu/ft2),Total Site Energy Usage (kBtu),Estimated Total GHG Emissions (kgCO2e),Cluster
35789.0654440106,36.299012047043604,1299117.0517829622,75193.5339366261,0
170328.87966445746,52.130745319498175,8879972.113364391,505066.4973294186,1
36772.34164029724,71.61801819243799,2633509.444615611,148213.72374713942,2
