Reported Gross Floor Area (Sq Ft),Site EUI (Energy Use Intensity kBtu/ft2),Total Site Energy Usage (kBtu),Estimated Total GHG Emissions (kgCO2e),Cluster
35141.70761397223,55.58933396950509,1953483.9595800163,111066.1800141125,0
145201.25138075658,55.2259889262515,8019313.806888261,455600.6558845073,1
