_id,BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Geospatial Address,Geospatial Address.1,Building Address City,Building Address Zip  Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types and GFAs,Site EUI (Energy Use Intensity kBtu/ft2),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Natural Gas Emissions (kgCO2e),Electricity Usage (kWh),Electricity Emissions (kgCO2e),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Hot Water Emissions (kgCO2e),District Chilled Water Usage (kBtu),District Chilled Water Emissions (kgCO2e),District Steam Usage (kBtu),District Steam Emissions (kgCO2e),Fuel Oil 1 Usage (kBtu),Fuel Oil 1 Emissions (kgCO2e),Fuel Oil 2 Usage (kBtu),Fuel Oil 2 Emissions (kgCO2e),Fuel Oil 4 Usage (kBtu),Fuel Oil 4 Emissions (kgCO2e),Fuel Oil 5 and 6 Usage (kBtu),Fuel Oil 5 and 6 Emissions (kgCO2e),Propane Usage (kBtu),Propane Emissions (kgCO2e),Diesel Usage (kBtu),Diesel Emissions (kgCO2e),Kerosene Usage (kBtu),Kerosene Emissions (kgCO2e),Water Usage Intensity (Gallons/ft2),Compliance Status,Estimated Total GHG Emissions (kgCO2e),First Emissions Compliance Year (Projected),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (,Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Corresponding Campus ID,Notes,Cluster_2,Cluster_3
2973,104448,202400000.0,mishawum park tenants assoc,70-110 dunstable st,70,110 dunstable st,,2129.0,310  320 main st,boston,2129,37727.0,,Multifamily Housing,Multifamily Housing (37727.0),53.8,86.0,2029029.089,1367569.2,72631.6,207752.4,42618.327,47391.3,,,,,,,,,,,,,,,,,,,,,45.76,in compliance,115249.927,2025.0,No,No,No,No,No,No,,,0.0,2.0
2974,104449,202400000.0,mishawum park tenants assoc,2-38 tibbett's town way,2,38 tibbett's town way,,2129.0,310  320 main st,boston,2129,34076.0,,Multifamily Housing,Multifamily Housing (34076.0),51.6,90.0,1758680.526,1235223.7,65602.731,175710.5,36045.252,76067.4,,,,,,,,,,,,,,,,,,,,,40.49,in compliance,101647.983,2025.0,No,No,No,No,No,No,,,0.0,2.0
2976,104451,202450000.0,mishawum park tenants assoc,1-43 tibbett's town way,1,43 tibbett's town way,,2129.0,330  340 main st,boston,2129,35293.0,,Multifamily Housing,Multifamily Housing (35293.0),48.8,95.0,1721618.716,1279338.9,67945.689,151743.0,31128.559,75467.3,,,,,,,,,,,,,,,,,,,,,26.59,in compliance,99074.248,2025.0,No,No,No,No,No,No,,,1.0,1.0
2977,104452,202450000.0,mishawum park tenants assoc,53-89 tibbett's town way,53,89 tibbett's town way,,2129.0,330  340 main st,boston,2129,29208.0,,Multifamily Housing,Multifamily Housing (29208.0),55.3,80.0,1616083.575,1058763.2,56230.914,185419.6,38036.977,75331.3,,,,,,,,,,,,,,,,,,,,,62.65,in compliance,94267.891,2025.0,No,No,No,No,No,No,,,0.0,2.0
1562,102330,202745000.0,,2-16 old landing way,2,16 old landing way,,2129.0,medford st,boston,2129,227518.0,,Multifamily Housing,Multifamily Housing (227518.0),134.9,4.0,30694586.2,22861487.2,1214173.585,2295750.0,470950.155,,,,,,,,,,,,,,,,,,,,,,131.44,in compliance,1685123.74,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,1.0,1.0
3774,105636,203150000.0,school house on monument,30 monument sq,30 monument sq,30 monument sq,,2129.0,30 monument sq,boston,2129,48393.0,11000.0,Multifamily Housing,"Multifamily Housing (48393.0),Parking (15400.0)",56.5,37.0,2732659.072,,,475456.0,97535.044,,,,,,,,,,1110403.2,82403.021,,,,,,,,,,,21.64,in compliance,179938.065,2025.0,No,No,No,No,No,No,,,0.0,0.0
1540,102170,203350010.0,city square elderly housing,39-49 warren st,39,49 warren st,,2129.0,42 park st,boston,2129,95760.0,,Multifamily Housing,Multifamily Housing (95760.0),54.7,88.0,5240891.065,3582481.3,190265.582,486052.1,99708.728,,,,,,,,,,,,,,,,,,,,,,31.47,in compliance,289974.31,2025.0,No,No,No,No,No,No,,,0.0,2.0
1177,101751,203405000.0,chestnut street condo trust,35 chestnut st,35 chestnut st,35 chestnut st,,2129.0,27 chestnut st,boston,2129,20000.0,,Multifamily Housing,Multifamily Housing (20000.0),63.8,,1275729.54,770600.0,40926.566,148045.0,30369.951,,,,,,,,,,,,,,,,,,,,,,32.5,pending revisions,71296.517,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,1.0,1.0
2035,103000,203505100.0,flagship wharf condominium association,197 eighth st,197 eighth st,197 eighth st,,2129.0,197 eighth st,boston,2129,545000.0,100000.0,Multifamily Housing,"Multifamily Housing (510555.0),Parking (100000.0),Retail Store (34445.0)",54.5,73.0,29707770.28,15441266.8,820085.68,4181273.0,857746.343,,,,,,,,,,,,,,,,,,,,,,14.99,in compliance,1677832.023,2025.0,No,No,No,No,No,No,,,0.0,0.0
4125,106105,203506010.0,,42 eighth st,42 eighth st,42 eighth st,,2129.0,42 eighth st,boston,2129,520580.0,0.0,Multifamily Housing,"Multifamily Housing (520580.0),Parking (80000.0)",39.2,99.0,20410516.58,15138301.0,803995.166,1545198.0,316981.918,,,,,,,,,,,,,,,,,,,,,,21.43,in compliance,1120977.084,2025.0,No,No,No,No,No,No,,,0.0,2.0
3997,105950,203511400.0,,45 first st,45 first st,45 first st,,2129.0,45 first st,boston,2129,45461.0,,Multifamily Housing,Multifamily Housing (45461.0),37.3,94.0,1697810.032,945000.0,50188.95,220636.0,45261.269,,,,,,,,,,,,,,,,,,,,,,21.35,in compliance,95450.219,2025.0,No,No,No,No,No,No,,,0.0,0.0
2612,103999,203512200.0,,33 third ave,33 third ave,33 third ave,,2129.0,sixth st,boston,2129,59994.0,,Multifamily Housing,Multifamily Housing (59994.0),53.5,30.0,3207266.0,1994300.0,105917.273,355500.0,72927.27,,,,,,,,,,,,,,,,,,,,,,14.34,in compliance,178844.543,2025.0,Yes,No,No,No,Yes,Yes,,,0.0,0.0
1071,101525,203515525.0,,103 ninth st,103 ninth st,103 ninth st,,2129.0,103 ninth st,boston,2129,81000.0,,Multifamily Housing,Multifamily Housing (81000.0),96.8,22.0,7840946.889,6441245.2,342094.533,410229.1,84154.398,,,,,,,,,,,,,,,,,,,,,,34.1,in compliance,426248.931,2025.0,I`m not sure,No,No,No,I`m not sure,I`m not sure,,,0.0,0.0
3835,105717,203515600.0,shipways condominium assn,35 shipway pl,35 shipway pl,35 shipway pl,,2129.0,first av,boston,2129,22192.0,,Multifamily Housing,Multifamily Housing (22192.0),21.9,,485133.8552,,,142184.6,29167.749,,,,,,,,,,,,,,,,,,,,,,20.97,in compliance,29167.749,2025.0,No,No,No,No,No,No,C10060,,0.0,2.0
1022,101419,203515760.0,bricklayers building 104 llc mass llc,104 first ave,104 first ave,104 first ave,,2129.0,104 first av,boston,2129,47007.0,10590.0,Multifamily Housing,"Multifamily Housing (47007.0),Parking (10590.0)",59.8,50.0,2809444.521,1902574.5,101045.732,265788.4,54523.832,,,,,,,,,,,,,,,,,,,,,,23.71,in compliance,155569.564,2025.0,No,No,No,No,No,No,,,1.0,1.0
1657,102491,203516001.0,constellation wharf,31 constellation whf,31 constellation whf,31 constellation whf,,2129.0,ninth st,boston,2129,55834.0,,Multifamily Housing,Multifamily Housing (55834.0),25.3,79.0,1411142.125,,,413582.1,84842.232,,,,,,,,,,,,,,,,,,,,,,14.34,in compliance,84842.232,2025.0,No,No,No,No,No,No,C10022,,1.0,1.0
1658,102492,203516001.0,constellation wharf,3 constellation whf,3 constellation whf,3 constellation whf,,2129.0,ninth st,boston,2129,25737.0,,Multifamily Housing,Multifamily Housing (25737.0),25.3,,650474.2572,,,190643.1,39108.526,,,,,,,,,,,,,,,,,,,,,,14.34,in compliance,39108.526,2025.0,No,No,No,No,No,No,C10022,,0.0,0.0
1659,102493,203516001.0,constellation wharf,13 constellation whf,13 constellation whf,13 constellation whf,,2129.0,ninth st,boston,2129,65835.0,,Multifamily Housing,Multifamily Housing (65835.0),25.3,79.0,1663906.497,,,487663.1,100039.208,,,,,,,,,,,,,,,,,,,,,,14.34,in compliance,100039.208,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,C10022,,0.0,0.0
1153,101723,203517500.0,charlestown navy yard,110 first ave,110 first ave,110 first ave,,2129.0,77 a-103 thirteenth st,boston,2129,45188.0,,Multifamily Housing,Multifamily Housing (45188.0),74.6,4.0,3369803.796,,,987633.0,202603.034,,,,,,,,,,,,,,,,,,,,,,34.32,in compliance,202603.034,2025.0,No,No,No,No,No,No,,,0.0,2.0
2570,103943,203517600.0,john hancock life insurance,246-260 first ave,246,260 first ave,,2129.0,220 first av,boston,2129,310639.0,126656.0,Multifamily Housing,"Multifamily Housing (269823.0),Parking (126656.0),Other - Lodging/Residential (40816.0)",44.3,86.0,13767460.65,5106511.5,271206.826,2538379.0,520723.068,,,,,,,,,,,,,,,,,,,,,,23.33,in compliance,791929.894,2025.0,No,No,No,No,No,No,,,0.0,2.0
3037,104543,203520010.0,nautica leasehold condo tr,1 warren st,1 warren st,1 warren st,,2129.0,1 warren st,boston,2129,151044.0,88458.0,Multifamily Housing,"Multifamily Housing (151044.0),Parking (88458.0)",67.6,62.0,10207851.36,4903000.0,260398.33,1554763.0,318944.082,,,,,,,,,,,,,,,,,,,,,,32.66,in compliance,579342.412,2025.0,No,No,No,No,No,No,,,1.0,1.0
4496,106640,203596100.0,,21  35 warren st,21  35 warren st,21  35 warren st,,2129.0,21  35 warren st,boston,2129,38456.0,,Multifamily Housing,Multifamily Housing (38456.0),28.4,,1093300.14,673300.0,35758.963,123095.0,25251.708,,,,,,,,,,,,,,,,,,,,,,30.49,pending revisions,61010.671,2030.0,No,No,No,No,No,No,,,0.0,0.0
3145,104695,203645000.0,north crescent condo tr,31a main st,31a main st,31a main st,,2129.0,21  33 main st,boston,2129,23512.0,,Multifamily Housing,Multifamily Housing (23512.0),19.3,97.0,452707.572,,,132681.0,27218.18,,,,,,,,,,,,,,,,,,,,,,20.76,in compliance,27218.18,2030.0,No,No,No,No,No,No,,,0.0,2.0
1687,102529,203690000.0,courtyard condo tr,47 harvard st,47 harvard st,47 harvard st,,2129.0,88  58 main st,boston,2129,79613.0,20226.0,Multifamily Housing,"Multifamily Housing (79613.0),Parking (20226.0)",41.3,75.0,3290556.712,939600.0,49902.156,689026.0,141346.794,,,,,,,,,,,,,,,,,,,,,,21.82,in compliance,191248.95,2025.0,No,No,No,No,No,No,,,1.0,1.0
1150,101720,203771000.0,charlestown economic,20 devens st,20 devens st,20 devens st,,2129.0,20 devens st,boston,2129,34128.0,,Multifamily Housing,Multifamily Housing (34128.0),65.0,43.0,2218630.216,1792580.6,95203.956,124868.0,25615.422,,,,,,,,,,,,,,,,,,,,,,22.77,in compliance,120819.378,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,1.0,1.0
2556,103927,300050010.0,jdmd owner llc,33-61 temple st,33,61 temple st,,2114.0,33  61 temple st,boston,2114,134725.0,28940.0,Multifamily Housing,"Multifamily Housing (134725.0),Parking (28940.0)",34.3,82.0,4617249.052,1744699.9,92661.012,841896.0,172706.545,,,,,,,,,,,,,,,,,,,,,,8.35,in compliance,265367.557,2025.0,No,No,No,No,No,No,,,1.0,1.0
414,100578,300168000.0,beacon house rogerson lp mass lp,15-27 myrtle st,15,27 myrtle st,,2114.0,32  34 joy st,boston,2114,82279.0,,Multifamily Housing,Multifamily Housing (82279.0),19.4,100.0,1598668.716,,,468543.0,96116.911,,,,,,,,,,,,,,,,,,,,,,43.13,in compliance,96116.911,2025.0,No,No,No,No,No,No,,,1.0,1.0
2200,103307,300213000.0,gerald schuster trust,45 myrtle st,45 myrtle st,45 myrtle st,,2114.0,45 myrtle st,boston,2114,34748.0,,Multifamily Housing,Multifamily Housing (34748.0),78.9,15.0,2740780.588,912272.4,48450.787,277300.7,56885.466,,,,,,,,,,882358.2,65479.802,,,,,,,,,,,17.47,in compliance,170816.055,2025.0,No,No,No,No,No,No,,,1.0,1.0
1927,102855,300449000.0,erp operating lp,175 blossom st,175 blossom st,175 blossom st,,2114.0,1  25 emerson pl,boston,2114,132722.0,46585.0,Multifamily Housing,"Multifamily Housing (132722.0),Parking (46585.0)",57.0,56.0,7563527.42,3446915.3,183065.672,1206510.0,247503.461,,,,,,,,,,,,,,,,,,,,,,29.65,in compliance,430569.133,2025.0,No,No,No,No,No,No,,,1.0,1.0
4578,106747,300450000.0,whittier place condominium  trust,6 whittier pl,6 whittier pl,6 whittier pl,,2114.0,6  8 whittier pl,boston,2114,245901.0,,Multifamily Housing,Multifamily Housing (245901.0),74.9,29.0,18429497.09,12014002.2,638063.657,1880274.0,385719.408,,,,,,,,,,,,,,,,,,,,,,31.92,in compliance,1023783.065,2025.0,No,No,No,No,No,No,,,1.0,1.0
4579,106748,300450000.0,whittier place condominium  trust,8 whittier pl,8 whittier pl,8 whittier pl,,2114.0,6  8 whittier pl,boston,2114,255996.0,,Multifamily Housing,Multifamily Housing (255996.0),59.6,81.0,15245808.28,12548629.1,666457.692,790498.0,162162.76,,,,,,,,,,,,,,,,,,,,,,31.96,in compliance,828620.452,2025.0,No,No,No,No,No,No,,,1.0,1.0
202,100260,300465000.0,a l house lp mass lp,65 martha rd,65 martha rd,65 martha rd,,2114.0,65 martha rd,boston,2114,131933.0,,Multifamily Housing,Multifamily Housing (131933.0),64.1,52.0,8459735.356,4869414.0,258614.578,1052263.0,215861.232,,,,,,,,,,,,,,,,,,,,,,42.07,in compliance,474475.81,2025.0,No,No,No,No,No,No,,,1.0,1.0
1143,101712,300470000.0,charles river park d company,3-5 longfellow pl,3,5 longfellow pl,,2114.0,1  4 longfellow pl,boston,2114,444230.0,269637.0,Multifamily Housing,"Multifamily Housing (435431.0),Office (8799.0),Parking (269637.0)",40.8,92.0,18143461.74,5763036.8,306074.884,3628495.0,744349.464,,,,,,,,,,,,,,,,,,,,,,23.36,in compliance,1050424.348,2025.0,No,No,No,No,No,No,C10061,,1.0,1.0
1144,101713,300470000.0,charles river park d company,35 lomasney way,35 lomasney way,35 lomasney way,,2114.0,1  4 longfellow pl,boston,2114,512589.0,303293.0,Multifamily Housing,"Multifamily Housing (512589.0),Parking (303293.0)",57.2,64.0,29297165.7,10922095.6,580072.497,5385425.0,1104766.085,,,,,,,,,,,,,,,,,,,,,,23.91,in compliance,1684838.582,2025.0,No,No,No,No,No,No,,,1.0,1.0
1145,101714,300470000.0,charles river park d company,1-2 longfellow pl,,1 longfellow pl,,2114.0,1  4 longfellow pl,boston,2114,443938.0,,Multifamily Housing,"Multifamily Housing (431058.0),Office (12880.0)",42.3,67.0,18786965.06,5769628.9,306424.991,3815163.0,782642.538,,,,,,,,,,,,,,,,,,,,,,23.4,in compliance,1089067.529,2025.0,No,No,No,No,No,No,C10061,,1.0,1.0
4558,106722,300471004.0,west end place two corp,150 staniford st,150 staniford st,150 staniford st,,2114.0,150 staniford st,boston,2114,253957.0,,Multifamily Housing,Multifamily Housing (253957.0),51.2,88.0,13009891.21,8917251.8,473595.243,1199484.0,246062.148,,,,,,,,,,,,,,,,,,,,,,31.24,in compliance,719657.391,2025.0,No,No,No,No,No,No,,,1.0,1.0
2387,103604,300475000.0,hawthorne place condominium trust,9 hawthorne pl,9 hawthorne pl,9 hawthorne pl,,2114.0,75  95 wm card oconnell wy,boston,2114,290773.0,,Multifamily Housing,Multifamily Housing (290773.0),24.7,94.0,7183065.232,,,2105236.0,431868.113,,,,,,,,,,,,,,,,,,,,,,39.24,in compliance,431868.113,2025.0,No,No,No,No,No,No,C10082,,1.0,1.0
476,100679,300670000.0,,33 blossom st,33 blossom st,33 blossom st,,2114.0,33 blossom st,boston,2114,129648.0,,Multifamily Housing,Multifamily Housing (129648.0),52.4,92.0,6788952.152,4891637.9,259794.889,556071.0,114072.405,,,,,,,,,,,,,,,,,,,,,,27.87,in compliance,373867.294,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,1.0,1.0
1109,101664,301498000.0,casa maria apartments lp,130 endicott st,130 endicott st,130 endicott st,,2113.0,34 thatcher st,boston,2113,79136.0,,Multifamily Housing,Multifamily Housing (79136.0),73.9,64.0,5847649.772,4668783.3,247959.081,345506.0,70877.101,,,,,,,,,,,,,,,,,,,,,,36.78,in compliance,318836.182,2025.0,No,No,No,No,No,No,,,0.0,2.0
464,100663,301523035.0,beverly  street  acquisition,101 beverly st,101 beverly st,101 beverly st,,2114.0,101 beverly st,boston,2114,473959.0,83974.0,Multifamily Housing,"Hotel (173154.0),Restaurant (4740.0),Multifamily Housing (291094.0),Parking (83974.0),Other (4971.0)",48.1,84.0,22776353.16,7908573.4,420024.333,4357497.0,893896.935,,,,,,,,,,,,,,,,,,,,,,36.76,in compliance,1313921.268,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
2515,103874,301536000.0,"imp victor llc, lessee",96-120 beverly st,96,120 beverly st,,2114.0,95 haverhill st,boston,2114,311716.0,0.0,Multifamily Housing,"Multifamily Housing (311716.0),Parking (50256.0)",42.1,80.0,13128197.94,4567735.6,242592.438,2508928.0,514681.49,,,,,,,,,,,,,,,,,,,,,,23.54,in compliance,757273.928,2025.0,No,No,No,No,No,No,,,0.0,2.0
241,100323,301560010.0,aimco one canal street llc,1 canal st,1 canal st,1 canal st,,2114.0,1 canal st,boston,2114,393142.0,0.0,Multifamily Housing,"Multifamily Housing (358914.0),Supermarket/Grocery Store (34228.0),Electric Vehicle Charging Station (0.0),Parking (59465.0),Swimming Pool (0.0)",64.9,66.0,25524310.01,10518900.4,558658.8,4397834.0,902171.667,,,,,,,,,,,,,,,,,,,,,,23.9,in compliance,1460830.467,2025.0,No,No,No,No,No,No,,,0.0,2.0
326,100452,301570001.0,asn avenir llc (lessee),89  183 canal st,89  183 canal st,89  183 canal st,,2114.0,89  183 canal st,boston,2114,388000.0,44530.0,Multifamily Housing,"Personal Services (Health/Beauty, Dry Cleaning, etc) (6600.0),Restaurant (2692.0),Multifamily Housing (367288.0),Parking (44530.0),Retail Store (11420.0)",34.7,94.0,13468372.66,5522063.5,293276.792,2328930.0,477756.7,,,,,,,,,,,,,,,,,,,,,,20.89,in compliance,771033.492,2025.0,No,No,No,No,No,No,,,0.0,2.0
3573,105299,301918055.0,,80 causeway st,80 causeway st,80 causeway st,,2114.0,80 causeway st,boston,2114,320000.0,,Multifamily Housing,Multifamily Housing (320000.0),57.8,54.0,18484513.65,6913923.5,367198.477,3391146.0,695659.69,,,,,,,,,,,,,,,,,,,,,,33.08,in compliance,1062858.167,2025.0,No,No,No,No,No,No,,,1.0,1.0
354,100485,301922050.0,avalon nashua llc,120 nashua st,120 nashua st,120 nashua st,,2114.0,120 nashua st,boston,2114,574647.0,87705.0,Multifamily Housing,"Personal Services (Health/Beauty, Dry Cleaning, etc) (28102.0),Multifamily Housing (546545.0),Parking (87705.0)",52.2,76.0,29968316.49,15094900.1,801690.144,4359149.0,894235.826,,,,,,,,,,,,,,,,,,,,,,12.58,in compliance,1695925.97,2025.0,No,No,Yes,Yes,No,No,,,1.0,1.0
4467,106572,302161000.0,villa michaelangelo inc,64-84 charter st,64,84 charter st,,2113.0,64  84 charter st,boston,2113,44504.0,,Multifamily Housing,Multifamily Housing (44504.0),91.2,9.0,4059205.856,2273497.1,120745.431,523361.3,107362.337,,,,,,,,,,,,,,,,,,,,,,508.41,in compliance,228107.768,2025.0,No,No,No,No,No,No,,,1.0,1.0
3853,105778,302303010.0,,21 n bennet st,21 n bennet st,21 n bennet st,,2113.0,21 n bennet st,boston,2113,54425.0,,Multifamily Housing,Multifamily Housing (54425.0),53.0,68.0,2886331.264,1815400.0,96415.894,313872.0,64387.702,,,,,,,,,,,,,,,,,,,,,,7.69,in compliance,160803.596,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,1.0,1.0
119,100166,302347000.0,,44 prince st,44 prince st,44 prince st,,2113.0,44 prince st,boston,2113,56038.0,20000.0,Multifamily Housing,"Multifamily Housing (56038.0),Parking (20000.0)",62.7,75.0,3514728.716,2047848.5,108761.234,429918.0,88193.379,,,,,,,,,,,,,,,,,,,,,,23.65,in compliance,196954.613,2025.0,No,No,No,No,No,No,,,1.0,1.0
3584,105310,302356000.0,riccio gennaro,290-296 hanover st,290,296 hanover st,,2113.0,290  296 hanover st,boston,2113,33522.0,,Multifamily Housing,"Multifamily Housing (25022.0),Other - Restaurant/Bar (8500.0)",58.7,,1966335.596,1429686.0,75930.623,157283.0,32265.035,,,,,,,,,,,,,,,,,,,,,,53.7,in compliance,108195.658,2030.0,No,No,No,No,No,No,,,1.0,1.0
3437,105079,302391000.0,pizzuti donato f,212-228 hanover st,212,228 hanover st,,2113.0,216  228 hanover st,boston,2113,56148.0,,Multifamily Housing,"Restaurant (1600.0),Multifamily Housing (36548.0),Performing Arts (6000.0),Retail Store (12000.0)",134.6,23.0,7557044.432,5237699.9,278174.242,679761.0,139446.172,,,,,,,,,,,,,,,,,,,,,,69.69,in compliance,417620.414,2025.0,No,No,No,No,No,No,,,1.0,1.0
4325,106377,302469010.0,,63-69 endicott st,63,69 endicott st,,2113.0,26 stillman st,boston,2113,31359.0,0.0,Multifamily Housing,"Multifamily Housing (31359.0),Parking (940.0)",80.2,1.0,2513745.352,890500.0,47294.455,475746.0,97594.534,,,,,,,,,,,,,,,,,,,,,,21.55,in compliance,144888.989,2030.0,No,No,No,No,No,No,,,1.0,1.0
4643,106828,302700102.0,,100 sudbury st,100 sudbury st,100 sudbury st,,2114.0,100 sudbury st,boston,2114,461487.0,,Multifamily Housing,Multifamily Housing (461487.0),27.8,97.0,12852369.6,3586172.6,190461.627,2715767.0,557112.442,,,,,,,,,,,,,,,,,,,,,,19.88,in compliance,747574.069,2025.0,No,No,No,No,No,No,,,1.0,1.0
56,100083,302807000.0,21 beacon condominium trust,21-23 beacon st,21,23 beacon st,,2108.0,19  23 beacon st,boston,2108,131932.0,,Multifamily Housing,"Multifamily Housing (114886.0),Office (9422.0),Other - Restaurant/Bar (5742.0),Convenience Store without Gas Station (1882.0)",94.6,51.0,12486674.39,9570100.2,508268.022,854799.0,175353.467,,,,,,,,,,,,,,,,,,,,,,41.41,in compliance,683621.489,2025.0,No,No,No,No,No,No,,,0.0,0.0
958,101294,302811000.0,boston view corp del corp,130-140 bowdoin st,130,140 bowdoin st,,2108.0,140  130 bowdoin st,boston,2108,126480.0,5500.0,Multifamily Housing,"Multifamily Housing (126480.0),Parking (5500.0)",66.8,47.0,8445006.019,5916100.2,314204.082,741179.9,152045.645,,,,,,,,,,,,,,,,,,,,,,13.9,in compliance,466249.727,2025.0,No,No,No,No,No,No,,,0.0,0.0
4465,106570,302886000.0,vietnam veterans workshop,17 court st,17 court st,17 court st,,2108.0,17  19 court st,boston,2108,105856.0,,Multifamily Housing,"Multifamily Housing (59392.0),Other (46464.0)",88.4,,9358377.78,3238222.2,171981.981,1793715.0,367962.695,,,,,,,,,,,,,,,,,,,,,,62.9,in compliance,539944.676,2025.0,No,No,No,No,No,No,,,0.0,0.0
4657,106848,302952014.0,,518 540 atlantic av,518 540 atlantic av,518 540 atlantic av,,2210.0,518 540 atlantic av,boston,2210,137224.0,,Multifamily Housing,"Restaurant (13101.0),Multifamily Housing (124123.0)",63.8,11.0,8760416.504,4813527.5,255646.446,1156767.0,237299.182,,,,,,,,,,,,,,,,,,,,,,25.74,in compliance,492945.628,2025.0,No,No,No,No,No,No,,,0.0,0.0
4384,106449,303038200.0,union wharf condominium tr,343 commercial st,343 commercial st,343 commercial st,,2109.0,295  343 commercial st,boston,2109,124212.0,0.0,Multifamily Housing,"Multifamily Housing (124212.0),Parking (9173.0)",38.3,68.0,4758563.904,959841.0,50977.156,1113342.0,228390.978,,,,,,,,,,,,,,,,,,,,,,16.23,in compliance,279368.134,2025.0,No,No,No,No,No,No,,,0.0,0.0
3749,105602,303039000.0,san marco-lincoln wh,357-371 commercial st,357,371 commercial st,,2109.0,357  371 commercial st,boston,2109,256779.0,,Multifamily Housing,Multifamily Housing (256779.0),33.8,98.0,8686016.232,,,1379561.0,283003.144,,,,,,,,,,3978954.1,295278.184,,,,,,,,,,,27.49,in compliance,578281.328,2025.0,No,No,No,No,No,No,,,0.0,0.0
